id,Source,target(zh-CN),target(en-US),target(zh-HK)
ccfe-000001768,操作时间,操作时间,Operation time,操作時間
ccfe-000001769,查看报文,查看报文,Check message,查看報文
ccfe-000001770,请选择时间,请选择时间,Please select a time,請選擇時間
ccfe-000001771,取消,取消,cancel,取消
ccfe-000001772,确定,确定,confirm,確定
ccfe-000001773,请求报文,请求报文,Request message,請求報文
ccfe-000001774,响应报文,响应报文,response message,響應報文
ccfe-000001775,数据准备中,数据准备中,Data preparation in progress,數據準備中
ccfe-000001776,请稍等,请稍等,Please wait,請稍等
ccfe-000001777,请勿关闭浏览器,请勿关闭浏览器,Do not close the browser,請勿關閉瀏覽器
ccfe-000001778,活跃电脑数,活跃电脑数,Number of active computers,活躍電腦數
ccfe-000001779,总在线时长,总在线时长,Total online duration,總在線時長
ccfe-000001780,平均在线时长,平均在线时长,Average online duration,平均在線時長
ccfe-000001781,全部省份,全部省份,All provinces,全部省份
ccfe-000001782,全部地市,全部地市,All prefectures and cities,全部地市
ccfe-000001783,活跃用户数,活跃用户数,Number of active users,活躍用戶數
ccfe-000001784,活跃时长,活跃时长,Active duration,活躍時長
ccfe-000001785,登录日活跃度统计,登录日活跃度统计,Activity statistics on login day,登錄日活躍度統計
ccfe-000001786,为保障数据准确性,为保障数据准确性,To ensure data accuracy,為保障數據準確性
ccfe-000001787,请将云电脑客户端升级至最新版本,请将云电脑客户端升级至最新版本,Please upgrade the cloud PC client to the latest version,請將雲電腦客戶端升級至最新版本
ccfe-000001788,自定义活跃统计,自定义活跃统计,Custom Active Statistics,自定義活躍統計
ccfe-000001789,开始月份,开始月份,Start Month,開始月份
ccfe-000001790,结束月份,结束月份,End Month,結束月份
ccfe-000001791,平均每天总在线时长,平均每天总在线时长,Average total online hours per day,平均每天總在線時長
ccfe-000001792,平均每天在线时长,平均每天在线时长,Average online hours per day,平均每天在線時長
ccfe-000001793,登录月活跃度统计,登录月活跃度统计,Monthly login activity statistics,登錄月活躍度統計
ccfe-000001794,操作失败次数统计,操作失败次数统计,Statistics of operation failure times,操作失敗次數統計
ccfe-000001795,登录失败次数趋势图,登录失败次数趋势图,Trend chart of login failure times,登錄失敗次數趨勢圖
ccfe-000001796,注销失败次数趋势图,注销失败次数趋势图,Trend chart of logout failure times,註銷失敗次數趨勢圖
ccfe-000001797,开机失败次数趋势图,开机失败次数趋势图,Power on failure times trend chart,開機失敗次數趨勢圖
ccfe-000001798,关机失败次数趋势图,关机失败次数趋势图,Trend chart of shutdown failure times,關機失敗次數趨勢圖
ccfe-000001799,重启失败次数趋势图,重启失败次数趋势图,Trend chart of restart failure times,重啟失敗次數趨勢圖
ccfe-000001800,登录失败次数,登录失败次数,Number of login failures,登錄失敗次數
ccfe-000001801,注销失败次数,注销失败次数,Number of logout failures,註銷失敗次數
ccfe-000001802,连接失败次数,连接失败次数,Number of connection failures,連接失敗次數
ccfe-000001803,开机失败次数,开机失败次数,Power on failure times,開機失敗次數
ccfe-000001804,关机失败次数,关机失败次数,Shutdown failure times,關機失敗次數
ccfe-000001805,重启失败次数,重启失败次数,Number of restart failures,重啟失敗次數
ccfe-000001806,登录,登录,Login,登錄
ccfe-000001807,注销,注销,logout,註銷
ccfe-000001808,连接,连接,connect,連接
ccfe-000001809,绑定手机号,绑定手机号,Binding mobile number,綁定手機號
ccfe-000001810,解绑手机号,解绑手机号,Unbind mobile phone number,解綁手機號
ccfe-000001811,使用率峰值分布统计,使用率峰值分布统计,Usage peak distribution statistics,使用率峰值分佈統計
ccfe-000001812,平均,平均,average,平均
ccfe-000001813,内存使用率日峰值分布统计,内存使用率日峰值分布统计,Daily peak distribution statistics of memory utilization,內存使用率日峰值分佈統計
ccfe-000001814,平均内存使用率,平均内存使用率,Average memory usage,平均內存使用率
ccfe-000001815,网络时延日峰值分布统计,网络时延日峰值分布统计,Daily peak distribution statistics of network delay,網絡時延日峰值分佈統計
ccfe-000001816,平均网络时延,平均网络时延,Average network delay,平均網絡時延
ccfe-000001817,登录次数,登录次数,Number of logins,登錄次數
ccfe-000001818,登录总时长,登录总时长,Total login time,登錄總時長
ccfe-000001819,平均登录时长,平均登录时长,Average login duration,平均登錄時長
ccfe-000001820,最近一次登录时间,最近一次登录时间,Last login time,最近一次登錄時間
ccfe-000001821,最长登录时长,最长登录时长,Maximum login duration,最長登錄時長
ccfe-000001822,电脑使用统计,电脑使用统计,Computer usage statistics,電腦使用統計
ccfe-000001823,设备,设备,equipment,設備
ccfe-000001824,地址,地址,address,地址
ccfe-000001825,操作结果,操作结果,Operation results,操作結果
ccfe-000001826,请输入电脑,请输入电脑,Please enter the computer,請輸入電腦
ccfe-000001827,请输入设备,请输入设备,Please enter the device,請輸入設備
ccfe-000001828,全部类型,全部类型,All types,全部類型
ccfe-000001829,全部结果,全部结果,All results,全部結果
ccfe-000001830,成功,成功,Success,成功
ccfe-000001831,用户日志,用户日志,User log,用戶日誌
ccfe-000001832,获取平台信息失败,获取平台信息失败,Failed to obtain platform information,獲取平臺信息失敗
ccfe-000001833,请输入账号绑定的手机号,请输入账号绑定的手机号,Please enter the mobile phone number bound to the account,請輸入賬號綁定的手機號
ccfe-000001834,短信验证码,短信验证码,SMS verification code,短信驗證碼
ccfe-000001835,请输入手机验证码,请输入手机验证码,Please enter the mobile phone verification code,請輸入手機驗證碼
ccfe-000001836,手机号绑定成功,手机号绑定成功,Phone number is bound successfully,手機號綁定成功
ccfe-000001837,2s后将自动进入登录页,2s后将自动进入登录页,"After 2s, you will automatically enter the login page",2s後將自動進入登錄頁
ccfe-000001838,首页,首页,home page,首頁
ccfe-000001839,手机号格式不正确,手机号格式不正确,Phone number format is incorrect,手機號格式不正確
ccfe-000001840,重新发送,重新发送,Resend,重新發送
ccfe-000001841,云电脑管理平台一企业管理门户,云电脑管理平台一企业管理门户,Cloud computer management platform enterprise management portal,雲電腦管理平臺一企業管理門戶
ccfe-000001842,图形验证码,图形验证码,Graphic verification code,圖形驗證碼
ccfe-000001843,您的账号尚未绑定手机号，为了您的账号安全，请先绑定手机号，以免影响系统使用,您的账号尚未绑定手机号，为了您的账号安全，请先绑定手机号，以免影响系统使用,"Your account has not been bound to a mobile phone number. For the security of your account, please bind your mobile phone number first to avoid affecting the use of the system",您的賬號尚未綁定手機號，為了您的賬號安全，請先綁定手機號，以免影響系統使用
ccfe-000001844,现在去绑定,现在去绑定,Now go bind,現在去綁定
ccfe-000001845,您的密码已连续使用超过90天，请修改后登录,您的密码已连续使用超过90天，请修改后登录,Your password has been used continuously for more than 90 days. Please modify it and log in,您的密碼已連續使用超過90天，請修改後登錄
ccfe-000001846,修改登录密码,修改登录密码,Change login password,修改登錄密碼
ccfe-000001847,原密码,原密码,Original password,原密碼
ccfe-000001848,请输入原密码,请输入原密码,Please enter the original password,請輸入原密碼
ccfe-000001849,确认修改,确认修改,Confirm modification,確認修改
ccfe-000001850,两次输入密码不一致,两次输入密码不一致,The passwords entered twice are inconsistent,兩次輸入密碼不一致
ccfe-000001851,请勿使用最近4次设置过的密码,请勿使用最近4次设置过的密码,Do not use the password set for the last 4 times,請勿使用最近4次設置過的密碼
ccfe-000001852,修改成功，请重新登录,修改成功，请重新登录,"Modification succeeded, please login again",修改成功，請重新登錄
ccfe-000001853,移动组织,移动组织,Mobile Organization,移動組織
ccfe-000001854,移动组织名称,移动组织名称,Mobile Organization Name,移動組織名稱
ccfe-000001855,当前组织存在子组织，不可移动到四级组织,当前组织存在子组织，不可移动到四级组织,"The current organization has sub organizations, which cannot be moved to level 4 organizations",當前組織存在子組織，不可移動到四級組織
ccfe-000001856,当前组织的子组织存在其子组织，不可移动到三级组织,当前组织的子组织存在其子组织，不可移动到三级组织,The sub organization of the current organization has its sub organization and cannot be moved to the third level organization,當前組織的子組織存在其子組織，不可移動到三級組織
ccfe-000001857,此操作将组织,此操作将组织,This action will organize,此操作將組織
ccfe-000001858,移动到,移动到,Move to,移動到
ccfe-000001859,级组织,级组织,Level organization,級組織
ccfe-000001860,下,下,lower,下
ccfe-000001861,是否继续,是否继续,Do you want to continue,是否繼續
ccfe-000001862,组织移动完成,组织移动完成,Organization move completed,組織移動完成
ccfe-000001863,组织移动异常,组织移动异常,Abnormal organization movement,組織移動異常
ccfe-000001864,组织名称,组织名称,Organization name,組織名稱
ccfe-000001865,组织描述,组织描述,Organization Description,組織描述
ccfe-000001866,上级组织,上级组织,Parent Organization,上級組織
ccfe-000001867,企业名称,企业名称,Enterprise name,企業名稱
ccfe-000001868,请输入企业名称,请输入企业名称,Please enter the enterprise name,請輸入企業名稱
ccfe-000001869,不超过30个字符,不超过30个字符,No more than 30 characters,不超過30個字符
ccfe-000001870,必须以大小字母或中文开头，可以包含中文、英文、数字、半角冒号、下划线、点号或者连字符,必须以大小字母或中文开头，可以包含中文、英文、数字、半角冒号、下划线、点号或者连字符,"It must start with an uppercase or lowercase letter or Chinese, and can contain Chinese, English, numbers, half colon, underscore, period or hyphen",必須以大小字母或中文開頭，可以包含中文、英文、數字、半角冒號、下劃線、點號或者連字符
